,Rating,Comments,overall,negative,neutral,positive,compound
218,★★★★★,HANS ZIMMER DIDN'T HAVE TO GO SO HARD FOR THIS SCORE FUCK,5.0,0.342,0.658,0.0,-0.6361
219,★★★★★,I wish I saw these in theaters,5.0,0.0,0.597,0.403,0.4019
220,★★★★★,Christopher Nolan Ranked,5.0,0.0,1.0,0.0,0.0
221,½,Inception is one of the worst movies ever made,0.0,0.339,0.661,0.0,-0.6249
222,★★★★½,"I cannot stop mentioning how incredibly well this movie is written, produced, acted, shot and scored. It is a master piece! This is the kind of flick that you sit down and let it overwhelm you with it's greatness. It is a must watch! Bravo!",4.5,0.037,0.85,0.112,0.5357
223,★★★★★,movie ending.,5.0,0.0,1.0,0.0,0.0
224,★★★★,"Well, this was a lot better than I remembered. One of those films where it actually feels like you've been through an absolutely, unbelievably epic journey when the credits start rolling.",4.0,0.0,0.714,0.286,0.8402
225,★★★★★,"the acting is fantastic, the cinematography is fantastic, the cast is fantastic, I guess that's what's to be expected from a film with cillian murphy, tom hardy and leo dicaprio they really are the holy trinity c'mon guys",5.0,0.0,0.703,0.297,0.926
226,★★★★★,*plays Time for the 100000th time*,5.0,0.0,1.0,0.0,0.0
227,★★★★★,way to watch Inception is via the in-game big screen in Fortnite.,5.0,0.0,1.0,0.0,0.0
228,★★★★½,if joseph gordon-levitt asked me for a kiss out of the blue i would also happily oblige and do it with no hesitations,4.5,0.155,0.614,0.231,0.4767
229,★★★★★,"cillian murphy, elliot page, and joseph gordon-levitt are enough to turn me hetero y'all. inception was really just a conversion therapy scheme this whole time",5.0,0.0,1.0,0.0,0.0
230,★★★★★,Happy New Year (soon) everyone! :),5.0,0.0,0.364,0.636,0.7901
231,★★★★★,i think joSeph gordon levitt is pretty neat,5.0,0.0,0.446,0.554,0.7351
232,★★★★★,I love everything and every single second of this breathtaking movie.,5.0,0.0,0.51,0.49,0.8271
233,★★★★★,I was drawing while finishing this and at one point I looked up and saw Saito with his mouth like on something (he was taking the pin out of a grenade) and for a split second I honestly thought he had stopped to eat a fucking sandwich,5.0,0.042,0.837,0.121,0.5574
234,★★★★,Hans Zimmer is THE man,4.0,0.0,1.0,0.0,0.0
235,★★★★★,i was thinking about how much i hate int*rst*llar earlier so i watched this and now i've calmed down also i'm bald,5.0,0.159,0.73,0.112,-0.2732
236,★★★★★,(School really does be taking up my time smh),5.0,0.0,1.0,0.0,0.0
237,★★★★★,"No I do not have issues with this film because I'm not an arrogant teenager with ""fully formed opinions"", and nor am I in my misery-addicted and hateful 40s.",5.0,0.169,0.749,0.082,-0.416
238,★★★★★,even after watching this so many times,5.0,0.0,1.0,0.0,0.0
239,★★★★★,i also dream about cillian murphy,5.0,0.0,0.667,0.333,0.25
240,★★★★★,I would like to thank the costume department for joseph gordon levitt's pants,5.0,0.0,0.667,0.333,0.6124
241,★★★★½,"Not bad. I don't fully understand why they had a scene of Tom Hardy saying the n-word. Maybe I will after another rewatch, but for now, I have to remove half a star from it for doing that.",4.5,0.0,0.891,0.109,0.4166
242,★★★★★,the feeling that i get from the end of this movie is actually indescribable like i can't even put it into words it gets me every single time,5.0,0.0,0.857,0.143,0.4588
243,★★★★★,i just want to live inside christopher nolan's mind how the fuck does he come up with things like this,5.0,0.15,0.687,0.163,-0.1779
244,★★★★★,The first time I watched Inception was July 2017 and it blew my f^^king mind the movie is superb.Christopher Nolan is a goddamn genius and the performances by Leonardo was fantastic. overall I give it 10/10.,5.0,0.082,0.822,0.095,0.128
245,★★★★★,Am I dreaming or is this film actually THAT good?,5.0,0.0,0.734,0.266,0.4404
246,★★★★½,my brain is MUSH.,4.5,0.0,1.0,0.0,0.0
247,★★★★,patrocinado pelo sindiarquitetos,4.0,0.0,1.0,0.0,0.0
248,★★★★,Satisfied with the result,4.0,0.0,0.517,0.483,0.4215
249,★★★★★,director,5.0,0.0,1.0,0.0,0.0
250,★★★★½,"nolan didnt have to go this hard but he DID and that, ladies, is why we stan",4.5,0.072,0.928,0.0,-0.0644
251,★★★★★,"It's own kind of masterpiece. Seen it 6 times now. Could watch it anytime, it triggers all my emotions. The best modern classic of the new decade.",5.0,0.0,0.75,0.25,0.8405
252,★★★★,Christopher Nolan think loud mean excite and like to explain with big word for 90 min no stop but then the really inceptiony stuff starts going down and in the end is game changer I like rrrrrr,4.0,0.078,0.752,0.171,0.5927
253,★★★★★,rewatching this for the plot... the plot being cillian murphy,5.0,0.0,1.0,0.0,0.0
254,★★★★½,Some good fucking content,4.5,0.0,0.508,0.492,0.4404
255,★★★★½,@tom hardy im free thursdays if you wanna come over and choke me out on thursdays the day that i am free .... for you to choke me out ... on thursday ..... tom hardy pls,4.5,0.145,0.58,0.275,0.6486
256,★★★★★,"My parents whenever I don't finish my homework on time: ""This was your job goddamnit!",5.0,0.0,1.0,0.0,0.0
257,★★★★★,My dad when he wakes me up: NOT DREAMIN NOW ARE YA?,5.0,0.0,1.0,0.0,0.0
258,★★★★,A mediocre movie with a climax for the ages.,4.0,0.0,1.0,0.0,0.0
259,★★★★★,"""you mustn't be afraid to dream a little bigger, darling""",5.0,0.0,0.559,0.441,0.6728
260,★★★★½,"chase in the ice, Guns through rain ..",4.5,0.0,1.0,0.0,0.0
261,★★★★,The spinning top wobbles.,4.0,0.0,0.625,0.375,0.2023
262,★★★★★,cast to be hot huh??,5.0,0.0,1.0,0.0,0.0
263,★★★★★,me pretending like i understood this: wow what a masterpiece!,5.0,0.0,0.249,0.751,0.902
264,★★★★★,"Another Nolan masterpiece, great acting, action, story...Hans Zimmer's score is fantastic.",5.0,0.0,0.404,0.596,0.9153
265,★★★★½,hans zimmer really went for it on the keyboard,4.5,0.0,1.0,0.0,0.0
266,★★★★★,The real question is... Did it stop spinning at the end?,5.0,0.18,0.82,0.0,-0.296
267,★★★★★,Hypnotic as ever,5.0,0.0,1.0,0.0,0.0
268,★★★★★,"no YOU live in a society, i live in the christopher nolan cinematic universe",5.0,0.167,0.833,0.0,-0.296
269,★★★★★,NAHHH.... YALL I HAVE FUCKING CHILLSSSSSS IDC THIS SHIT IS GOING STRAIGHT TO MY FAVOIRITES,5.0,0.206,0.686,0.109,-0.4019
270,★★★★½,Christopher Nolan write a female character whose existence doesn't revolve around a man challenge,4.5,0.0,0.894,0.106,0.0772
271,★★★★★,"I still don't understand how one man was able to think of this story, Christopher Nolan's mind!",5.0,0.0,1.0,0.0,0.0
272,★,Paprika mal hecha we.,1.0,0.0,1.0,0.0,0.0
273,★★★★★,"Amazing movie with great acting, great set pieces, spectacular visuals and special effects and a confusing but interesting story. 10/10",5.0,0.053,0.475,0.472,0.8873
274,★★★★★,"this made me realise how many intense screamy angsty roles leo keeps taking....... guy needs to take a chill pill, do a romcom or something",5.0,0.0,0.944,0.056,0.0772
275,★★★★½,maybe the worst possible movie to watch before bed...goodnight,4.5,0.339,0.661,0.0,-0.6249
276,★★★★★,"noch nicht gesehen hat, hat definitiv was in seinem Leben verpasst.",5.0,0.0,1.0,0.0,0.0
277,★★★★★,"Its been 8 years and i still need to know what heterosexual reason exists for eames and arthur to both have red, gambling related totems",5.0,0.0,1.0,0.0,0.0
278,★★★★★,"p.s. ""time"" is the greatest piece of music ever crafted",5.0,0.0,0.682,0.318,0.6369
279,★★★★★,WAS HE DREAMING OR NOT COME ON CHRIST NOLAN,5.0,0.0,1.0,0.0,0.0
280,★★★★½,"Christopher Nolan is THE expert in grandiose, luxurious blockbusters.",4.5,0.0,1.0,0.0,0.0
281,★★★★★,"Christopher Nolan: ""You must not be afraid to dream a little bigger darling.",5.0,0.0,0.644,0.356,0.6728
282,★★★★★,the plot: robert fischer,5.0,0.0,1.0,0.0,0.0
283,★★★★½,Woah. What a great story.,4.5,0.0,0.423,0.577,0.6249
284,★★★★½,"Despite it being 85 percent exposition I still enjoy every bit of it. It's so intricate. Would have worked better as a novel than a film for the layers (literally) he was going for. Don't get me wrong, it's beautiful to look at and highly envisioned, it's just hard not to wish Nolan could make these real and vivid worlds with real and vivid characters. Probably will rewatch again soon with some sort of analysis. We'll see if I can stomach the plot-talk. Also I always forget Tom Hardy is in this. God bless him.",4.5,0.051,0.72,0.229,0.96
285,★★★★★,inception is a ridiculous movie. im supposed to believe joseph gordon levitt can knock guys out in one punch?,5.0,0.128,0.872,0.0,-0.3612
286,★★★★½,nolan movies based on how important time is,4.5,0.0,0.795,0.205,0.2023
287,★★★★½,oh ya super cool plot btw!,4.5,0.0,0.381,0.619,0.7574
288,★★★★★,i had unholy thoughts for jgl throughout the entire film <3,5.0,0.0,0.756,0.244,0.4404
289,★★★★½,Just needed something to take my mind off the world today. This did the trick.,4.5,0.079,0.921,0.0,-0.0516
290,★★★★★,Just rewatched it wow I think it might be my favorite film of all time now,5.0,0.0,0.657,0.343,0.7783
291,★★★★,"Anyways, this movie is sick still.",4.0,0.398,0.602,0.0,-0.5106
292,★★★★★,idk who chose to put this back in cinemas but whoever you are I just wanna say I LOVE YOU,5.0,0.05,0.664,0.286,0.8271
293,★★★★★,did i know what was happening at all times? no. did i still love it anyway? yes.,5.0,0.103,0.559,0.338,0.7236
294,★★★★★,BWAHHHHHH,5.0,0.0,1.0,0.0,0.0
295,★★★★½,ldc ranked,4.5,0.0,1.0,0.0,0.0
296,★★★★★,Nolan,5.0,0.0,1.0,0.0,0.0
297,★★★★★,Holds up to the high standards of my middle school self and I am so happy for that.,5.0,0.0,0.771,0.229,0.6948
298,★★★★★,wow tom hardy and leo dicap in a movie together is what dreams are made of,5.0,0.0,0.566,0.434,0.8481
299,★★★★,"Architecture, mazes, Penrose stairs, dream-time vs real time... my left brain had a blast with this movie! The logical side tried to find flaws but couldn't. Well-filmed, pretty airtight, and with a solid cast. It's been a long time since I've watched a sci-fi gem like that.",4.0,0.07,0.818,0.111,0.25
300,★★★★,I especially liked the altered-gravity fight scenes.,4.0,0.268,0.413,0.319,0.1263
301,★★★★★,It makes too much sense that Christopher Nolan's idea of a dreamscape is just different versions of a Michael Mann movie,5.0,0.0,1.0,0.0,0.0
302,★★★★★,my little brother was watching this in fortnite so i watched with him (we didn't finish). just wanted to write this so i would remember i once watched some of one of the BEST FILMS EVER MADE in fortnite. wow. what a sentence.,5.0,0.0,0.782,0.218,0.876
303,★★★★★,"I'm going to be thinking about the ending of this movie for a long time, but all I know is that this film is one of the best films I've ever seen.",5.0,0.0,0.833,0.167,0.7783
304,★★★★★,"These guys had a very intellectual dream about planting an idea in another person's mind. Meanwhile, I had this weird dream about making sandwich with my professor in a swimming pool",5.0,0.055,0.705,0.24,0.7411
305,★★★★★,breaking news: cillian murphy has a WAP,5.0,0.0,1.0,0.0,0.0
306,★★★★★,My Favourites Films List,5.0,0.0,1.0,0.0,0.0
307,★★★★★,still the best movie ever me thinks,5.0,0.0,0.588,0.412,0.6369
308,★★★★½,An elegant solution to keeping track of reality,4.5,0.0,0.526,0.474,0.6597
309,★★★★,The Dark Knight.,4.0,0.0,1.0,0.0,0.0
310,★★★★,here :),4.0,0.0,0.25,0.75,0.4588
311,★★★★★,can we get an inception 2 where eames just bullies arthur for two hours thanks <3,5.0,0.0,0.691,0.309,0.7003
312,★★★★★,christopher nolan is my hero,5.0,0.0,0.526,0.474,0.5574
313,★★★★,"and I'm only like a third of the way in but I was expecting it to completely change the way I watch the movie, but there was literally zero difference. I don't have time to think about metaphors, radical skepticism and Descartes, I'm too busy enjoying an amazing movie.",4.0,0.045,0.745,0.21,0.8765
314,★★★½,"I think i missed the whole point of this film as I sit here thinking that, if possible, I would probably end up like Cobb, revisiting old memories of lost loved ones over and over again.",3.5,0.116,0.72,0.165,0.4404
315,★★★★½,"so, this is where it starts; the dead wife, the loud score by hans zimmer.. that turns christopher nolan, into who he is today i guess",4.5,0.152,0.848,0.0,-0.6486
316,★★★★★,is this the real life? is this just fantasy? caught in a landslide no escape from reality...,5.0,0.14,0.767,0.093,-0.2168
317,★★★★★,Und einem besonderen Ende,5.0,0.0,1.0,0.0,0.0
318,★★★★★,arthur and eames were gay I know this because I'm their daughter and they raised me,5.0,0.0,1.0,0.0,0.0
319,★★★★★,"One big messy dream that can make a lot of sense in multiple ways. But it's all just a dream. Therefore there can be no plot holes. Therefore there can be no flaws. Therefore if ever there was a ""perfect film"" it is this one.",5.0,0.136,0.711,0.152,0.2023
320,★★★★½,Oh and yeah issa banger,4.5,0.0,0.645,0.355,0.296
321,★★★★★,Wonderful moment.,5.0,0.0,0.213,0.787,0.5719
322,★★★,I watched this in Fortnite,3.0,0.0,1.0,0.0,0.0
323,★★★★★,Edit: I'm bumping this up to 5 stars because I keep thinking about it,5.0,0.0,1.0,0.0,0.0
324,★★★★,"One of the most memorable Mystery/Sci-Fi flicks from the 2010's, this is a clever and entertaining Hollywood spectacle as orchestrated by the always competent Christopher Nolan. While I don't personally adore it as much as other people, I can only recognize its qualities and the final scene perfectly suited to Hans Zimmer's ""Epic and not at all subtle but we love him for it Score"" still remains one of the best ""frustrating yet absolutely perfect"" ending ever put to film.",4.0,0.059,0.686,0.255,0.966
325,★★★,agree with this grade - COMMENT,3.0,0.0,0.615,0.385,0.3612
326,★★★★★,The best film of the century thus far.,5.0,0.0,0.625,0.375,0.6369
327,★★★★½,Though it might not be the surrealistic piece some people claim it to be since everything happening is literally being explained without staying too ambiguous it also doesn't need to be that because it's phenomenal the way it is. Just a proper good movie,4.5,0.0,0.935,0.065,0.4404
328,★★★★★,"No matter how many times someone stops to point that fact out, it will always remain true.",5.0,0.184,0.628,0.188,0.0258
329,★★★★,undeniable modern classic,4.0,0.0,1.0,0.0,0.0
330,★★★★★,"talented, brilliant, incredible, amazing, show stopping, spectacular, never the same, totally unique, completely not ever been done before",5.0,0.06,0.528,0.411,0.8834
331,★★★★★,gotta remind myself that christopher nolan can make good movies,5.0,0.0,0.756,0.244,0.4404
332,★★★★★,ROBERT FISCHER NATION RISE,5.0,0.0,1.0,0.0,0.0
333,★★★★½,"This was actually only my second viewing of Inception, I saw it for the first time a few years ago. I really enjoyed it, such a great and unique take on the Heist genre whilst still being an original sci-fi blockbuster!",4.5,0.0,0.699,0.301,0.9347
334,★★★★,"did not pay attention at all, spent nearly the entire time on twitter, just wanted to sit through this so i could log it with the tag fortnite",4.0,0.0,0.953,0.047,0.0762
335,★★★★★,I love this film with all my heart.,5.0,0.0,0.588,0.412,0.6369
336,★★★★★,will be rewatching IMMEDIATELY,5.0,0.0,1.0,0.0,0.0
337,★★★★★,Super excited for Tenet.,5.0,0.0,0.241,0.759,0.743
338,★★★★★,Inception is absolutely the greatest movie I have ever seen in my entire life. I must clarify though that I have only seen five other movies all the way through and one of those is four episodes of Californication back to back so idk if that counts. Inception is that rare movie that reaches new heights of cinema and visual art. It is inspiring as fuck and that is why I am proud to announce it made me realize my new passion in life: I am moving to Hollywood tomorrow to find Christopher Nolan and make him teach me how to direct mindfuck movies.,5.0,0.048,0.822,0.13,0.8486
339,★★★★★,My brain hurts,5.0,0.608,0.392,0.0,-0.4767
340,★★★★★,something happened in 2010 that changed us forever and this is what it was,5.0,0.0,1.0,0.0,0.0
341,★★★★★,best final shot ever yup yup.... chris nolan you big tease x,5.0,0.148,0.581,0.271,0.4404
342,★★★★★,a mindfuck nightmare. a technical masterpiece. inception is everything you can imagine and more. this is such a 5 star movie that im almost embarrassed that I only found that about that today. one of those rides that you hardly forget. I know I will not,5.0,0.087,0.82,0.093,0.3151
343,★★★,"i will watch this again one day, and hopefully will understand and like it way more, but for now this was my third nolan film in one day and i'm exhausted, drained, and just thinking about this movie makes my head hurt",3.0,0.219,0.71,0.071,-0.8591
344,★★★★★,The hall sequence will always be one of my favorite scenes of all time. PERIODT,5.0,0.0,0.824,0.176,0.4588
345,★★★★,explaining onion layers to donkey.,4.0,0.0,1.0,0.0,0.0
346,★★★★★,"The more I think about this, the more I love it with all my heart. A timeless classic that I'll never get sick of.",5.0,0.0,0.725,0.275,0.8017
347,★★★★★,robert fischer let me hold u i love u,5.0,0.0,0.543,0.457,0.6369
348,★★★★½,Still great. Just have to remind myself that sometimes.,4.5,0.0,0.661,0.339,0.6249
349,★★★★★,Saw it in theaters for the 10 year anniversary. It was also my first time ever seeing it in theaters because I missed it in 2010. Man what an experience. It was especially fun because I showed my mom the movie for the first time and she LOVED it!,5.0,0.04,0.804,0.156,0.8083
350,★★★★,everyone in this film is gorgeous im so glad i finally bowed to the peer pressure and watched it,4.0,0.09,0.612,0.298,0.7264
351,★★★★½,"Is this the unquestionable peak of dudebro, ""well, actually..."" cinema? Of course it is, and unashamedly so. That said, however, 2010 me was all head over heels for the slick aesthetics and practical, stunt-driven sci-fi spectacle. A decade on, 2020 me is still about all of those things, but now I'm also out here with mad respect for the finely-tuned, matryoshka frame narratives that sing and resonate with each resounding Zimmer ""BRRAAAMMMM"". Paradox indeed.",4.5,0.074,0.874,0.052,-0.1901
352,★★★★½,I watched this over FaceTime with friends and they made a bunch of unwelcome conversations about subjects like brown bottles of listerine,4.5,0.107,0.672,0.221,0.4404
353,★★★★★,yeah I just watched it in fortnite. and what about it,5.0,0.0,0.804,0.196,0.296
354,★★★★★,Love this film just as much as I did the first time. An absolute masterpiece.,5.0,0.0,0.591,0.409,0.8519
355,★★★★★,the cultural reset in question,5.0,0.0,1.0,0.0,0.0
356,★★★★★,wasn't the best Original Screenplay and Motion Picture of 2010.,5.0,0.4,0.6,0.0,-0.652
357,★★★★½,Keep on spinning...,4.5,0.0,1.0,0.0,0.0
358,★★★★★,"This movie has so many layers (literally) and so many details I still have to discover or understand. To write something like this must've been hell or a joy. Either way, I'm looking forward to Nolan's next big action blockbuster...",5.0,0.1,0.763,0.137,0.1779
359,★★★★,Someone planted a seed in my mind to give this movie a good review So what can I say but just mind-blowing,4.0,0.0,0.902,0.098,0.2382
360,★★★★★,Christopher Nolan Ranked,5.0,0.0,1.0,0.0,0.0
361,★★★★½,"Coupled with an excellent cast, superb set pieces and the fact that Nolan manages to squeeze some emotion into the mix, Inception is Hollywood filmmaking done well.",4.5,0.0,0.708,0.292,0.872
362,★★★★★,!!!,5.0,0.0,1.0,0.0,0.0
363,★★★★½,"Was looking forward to my (just) second viewing of it, but now can clearly say, that INTERSTELLAR was quiet a jump in Nolans oevre. I did forget how much Nolan is/was into pure Genre Cinema (part 2).",4.5,0.06,0.848,0.091,0.296
364,★★★★★,"Short Review: Style meets substance. They get married and spent 50 years in subconscious limbo, playing God and creating all manner of awesome structures. Then they have a falling-out and try to kill each other, chasing each other through complex labyrinths. Then they wake up from one dream after another after another, meticulously crafting a sublime plot with a ton of deep ideas as they do so. That's just how cool this film is.",5.0,0.056,0.769,0.174,0.7783
365,★★★★★,Inception.,5.0,0.0,1.0,0.0,0.0
366,★★★★★,me @ cillian,5.0,0.0,1.0,0.0,0.0
367,★★★★★,Truly speechless.,5.0,0.0,0.256,0.744,0.4404
368,★★★★½,"Wahnsinn, was Mr. Nolan da geschaffen hat.",4.5,0.0,1.0,0.0,0.0
369,★★★★,Im gonna have weird dreams tonight,4.0,0.202,0.476,0.321,0.25
370,★★★★★,It's been way too long since I've seen this movie and I almost forgot how much I loved it! It's a masterpiece as far as I'm concerned. My favorites: Arthur and Eames.,5.0,0.0,0.701,0.299,0.902
