,Comments
271,"Perhaps me giving this 4.5 is my film bro moment, but I don't care, I really fucking enjoyed this film!"
272,seeing robin williams play a murderer was weird but intriguing
273,nooo al pacino sleep deprivation is bad you must sleeeep
274,Nolan's least Nolan film. Al Pacino sleepy.
275,"This movie seems ordinary and trivial, I guess expectations do sell us short."
276,A decent thriller nothing great but worth a one time watch.
277,What a great performance by both Al Pacino and Robin Williams. And of course the most underrated movie by Christopher Nolan.
278,This is a good movie.
279,one of the worst nolan's movies.
280,at least now he can sleep!
281,It's not Al anymore. It's Sleep.
282,"of course, not what i was expecting from nolan but i quite enjoyed it. i've decided, i'd like chris to direct a horror movie."
283,8/10
284,"An okay lil crime thriller. Al Pacino gives an unexpectedly spectacular performance, but just about everything else about this movie is pretty middling. What really holds it back, imo, are some of the most basic editing choices, both with regards to what should be extremely simple two-shot conversations between two characters, but also action sequences. It's downright frantic and very annoying- I felt myself almost getting a headache in the first half an hour."
285,Jokes aside I thought it was a lot of cool buildup with a long and drawn out conclusion. Probably my favorite Robin Williams performance.
286,That shitty mob movie actor must have been really excited to work with the grandmaster Nolan.
287,Beautiful location!
288,I like Nolan's timey-wimey stuff more but this is still intriguey-weegy! Also his name is Dormer! Spanish/Latin irony!
289,Nothing about this film blows me away but that doesn't mean it's not a damn good movie.
290,episode.
291,"I thought it had slight technical issues, but I liked it."
292,"Pretty compelling concept and good acting, just felt like it didn't live up to its full potential. Still enjoyed it, though!"
293,This is just not it Nolan
294,tried being david fincher and failed
295,pretty boring and confusing ngl
296,.
297,the SENIOR CITIZENS are FIGHTING !
298,Dark secrets hidden in hours of daylight. Pacino plays deliriously tired damn well.
299,Twin Peaks
300,-NOLAN
301,"had forgotten how deliciously creepy robin william's performance is in this movie. what a guy, what an actor."
302,go to bed
303,"It's not as memorable as Nolan's other films, so it may feel a little bland in comparison"
304,It made me sleepy
305,"when that 18 year old hit on 62 year old al pacino i was like,,,same <3"
306,A pretty solid & underrated crime thriller.
307,eventually.
308,R.I.P LEGEND
309,"This movie is always entertaining and not entirely run-of-the-mill, but it also doesn't reach for anything really intriguing to me."
310,Wow. This is a very good movie. The characters are good al Pacino's character is unbelievable! The entirety of this film is stressful and thrilling and I love it! Unfortunately the editing isnt great. And there were a couple characters I didnt love. Overall I honestly believe nolan is unable to make a bad movie
311,The irony of this film is that I have never been able to stay awake through it.
312,Happy 80th birthday to the legend himself.
313,I just kept waiting for the big reveal and it never came. THE REVEAL NEVER CAME.
314,"It's a somewhat slow and straight forward Thriller, that only Nolan and co could elevate into something worthy of anyones time. Simple but elegant delivery."
315,Was not expecting this great of a performance from this era of Pacino's career but he knocks it out of the park.
