,Rating,Comments
248,★★★,"Al Pacino throwing a curve ball in this movie. Instead of giving us his usual crazy eyes, he gives us drowsy eyes."
249,★★★½,Robin Williams playing the creepy bad guy is such a rare occurrence but he does such a good job
250,★★★★½,Underrated Nolan film. Man was just tryna sleep
251,★★★½,"Far from Nolan's best, but still a good film in it's own right. Al Pacino and Robin Williams deliver some damn solid performances and are backed by some decent writing and an intriguing plot. I can't help but feel like parts and elements of this have been done better by other films, but this is not by any means a bad movie. It's not an essential Nolan film, but I enjoyed it."
252,★★★,"It's a regular cop-chases-a-killer story. As cliched as it sounds, I'll say it anyway, this, undoubtedly is Nolan's anomaly, probably the worst per his standards, yet notches above the mediocre noir films."
253,★★★★½,and sets Nolan on a journey to be a phenomenal filmmaker.
254,★★★,"Everything about Robin Williams' character elevates this film, but unfortunately be doesn't really come in until at least an hour into the film. As far as English-language remakes go, it's not terrible."
255,★★,I was waiting for Al Pacino to whisper ''Insomnia'' at the end of the movie.
256,★★★★,Christopher Nolan Ranked
257,★★★★,"Intense script, enjoyable watch, cat and mouse chasing the killier of a girl in some very pretty Alaskan location. Who will survive? Could watch again."
258,Rewatched by,"Without sleep, consciousness becomes a walking dream laced with guilt. And maybe it's impossible to walk through grime without being covered in it, but the suggestion that actions taken with purity by a younger generation can actually lead to a positive future is such a pleasant one."
259,★★★½,"Also, what happened to Maura Tierney, and why isn't she in everything?"
260,★★★½,Al Pacino in this movie is like me when I take Ambien before work.
261,★★★★,One of Pacino's most memorable latter day performances. Shows that when he works with a top director that he can still be near to the top of his game.
262,★★★★,". Truly, the most standout aspect of this project is Robin Williams' performance as the serial killer, churning out a chillingly disturbing performance that overshadows Al Pacino tenfold."
263,★★★½,"Polished, adult commercial filmmaking, much more than the straightforward procedural I was expecting."
264,★★★,Robin Williams is the Gollum to Al Pacino's Smeagol. I'm only kind of joking.
265,★★,"This didn't feel like a Nolan movie. It wasn't necessarily bad, but it wasn't really good either in my opinion."
266,★★★★,"This gets better every time I see it, only Christopher Nolan could pull a performance this good out of an aging Al Pacino while Robin Williams is excellent."
267,★★★★½,Pacino and Williams (RIP) are what acting is all about.
268,★★★★,Pay close attention to Williams performance in this.
269,★★★½,"Surprising, gripping thriller, with good performances - one of Robin Williams's least-talked-about ones, unfortunately, but he's brilliantly creepy in it."
270,★★★½,"This was the last Nolan film left for me to see, and I really enjoyed it. Pacino is Pacino and Williams does a good job portraying the killer. Nolan's use of the camera and editing here adds to the thrill of the film, having us question every object and fact- thus achieving what a mystery/ psychological thriller should do. Shot in a beautiful location, and entertaining. 7.6/10"
271,★★★★★,"It's always good to start a Sunday with a piece of good film-making. Even though his body of work is still pretty limited, Chris Nolan remains one of those directors I hold dear to my heart. Always keen on hopping genres and experimenting... and always delivering."
272,★★★★,"Also, its nice to see Pacino actually in a good film this side of the millennium."
273,★★★,"The story was a bit predictable, especially the 3rd act. I really couldn't have told you this was directed by Nolan unless I was told before hand. Thoroughly ""meh"", and Swank actually might be a dude. Fact."
274,★★★★½,"Perhaps me giving this 4.5 is my film bro moment, but I don't care, I really fucking enjoyed this film!"
275,★★★★,seeing robin williams play a murderer was weird but intriguing
276,★★★½,nooo al pacino sleep deprivation is bad you must sleeeep
277,★★★,Nolan's least Nolan film. Al Pacino sleepy.
278,★★½,"This movie seems ordinary and trivial, I guess expectations do sell us short."
279,★★½,A decent thriller nothing great but worth a one time watch.
280,★★★½,im sorry Nolan...I can only suspend my disbelief so much...there is no way in hell that Robin Williams is successfully navigating over that log river
281,★★★★,What? The main character's wife is alive? NotMyNolan
282,★★★,This is a good movie.
283,★★★½,me tomorrow when my alarm goes off
284,★★★,one of the worst nolan's movies.
285,★★★★,at least now he can sleep!
286,★½,It's not Al anymore. It's Sleep.
287,★★★★,"of course, not what i was expecting from nolan but i quite enjoyed it. i've decided, i'd like chris to direct a horror movie."
288,★★★★,8/10
289,★★★,"An okay lil crime thriller. Al Pacino gives an unexpectedly spectacular performance, but just about everything else about this movie is pretty middling. What really holds it back, imo, are some of the most basic editing choices, both with regards to what should be extremely simple two-shot conversations between two characters, but also action sequences. It's downright frantic and very annoying- I felt myself almost getting a headache in the first half an hour."
290,★★★½,Jokes aside I thought it was a lot of cool buildup with a long and drawn out conclusion. Probably my favorite Robin Williams performance.
291,★★★★,That shitty mob movie actor must have been really excited to work with the grandmaster Nolan.
292,Watched by,Beautiful location!
293,★★★½,I like Nolan's timey-wimey stuff more but this is still intriguey-weegy! Also his name is Dormer! Spanish/Latin irony!
294,★★★½,Nothing about this film blows me away but that doesn't mean it's not a damn good movie.
295,★★★½,episode.
296,★★★,"I thought it had slight technical issues, but I liked it."
297,★★★½,"Pretty compelling concept and good acting, just felt like it didn't live up to its full potential. Still enjoyed it, though!"
298,★★½,This is just not it Nolan
299,★★★½,tried being david fincher and failed
300,★★½,pretty boring and confusing ngl
301,★★,.
302,★★★★½,the SENIOR CITIZENS are FIGHTING !
303,★★★½,Dark secrets hidden in hours of daylight. Pacino plays deliriously tired damn well.
304,★★★★,Twin Peaks
305,★★★★,-NOLAN
306,★★★★,"had forgotten how deliciously creepy robin william's performance is in this movie. what a guy, what an actor."
307,★★★★,go to bed
308,★★★,"It's not as memorable as Nolan's other films, so it may feel a little bland in comparison"
309,★★★½,It made me sleepy
310,★★★½,A pretty solid & underrated crime thriller.
311,★★★½,eventually.
312,★★★½,R.I.P LEGEND
313,★★★,"This movie is always entertaining and not entirely run-of-the-mill, but it also doesn't reach for anything really intriguing to me."
314,★★★★,Wow. This is a very good movie. The characters are good al Pacino's character is unbelievable! The entirety of this film is stressful and thrilling and I love it! Unfortunately the editing isnt great. And there were a couple characters I didnt love. Overall I honestly believe nolan is unable to make a bad movie
315,Rewatched by,The irony of this film is that I have never been able to stay awake through it.
316,★★★★,Happy 80th birthday to the legend himself.
317,★★★,I just kept waiting for the big reveal and it never came. THE REVEAL NEVER CAME.
318,★★★★,"It's a somewhat slow and straight forward Thriller, that only Nolan and co could elevate into something worthy of anyones time. Simple but elegant delivery."
319,★★½,Was not expecting this great of a performance from this era of Pacino's career but he knocks it out of the park.
320,★★★★½,the way that this film so nails the feeling of having to go about your day while your brain is screaming at you because you haven't slept hits way too close to home and feels like a personal attack and mr Nolan will be hearing from my attorney
321,★★★½,"Good remake. Hot take, but I prefer serious actor Robin Williams so much more than zany, comedic Williams."
322,★★★★,Love this film. Great performances all around. Pacino is so good. Williams is incredible. Swank is amazing. If you haven't seen it add it to your watchlist now and pretty please watch it soon!
323,★★★★,Pacino and Williams excel and their dynamic is compelling and unique.
324,★★★★,"STOP IGNORING THIS FILM'S PRESENCE, GOD."
325,★★★★½,"A fantastic thriller. Along the same lines as Prisoners and Silence of the Lambs. The pacing is not in a hurry, but captures you in a way only Nolan can. Gorgeously shot too with Wally Pfister behind the lens."
326,★★★,-
327,★★★½,sklept
328,★★★,"Though I found Insomnia insipid, I don't think it's a bad movie. It just didn't impress me."
329,Rewatched by,"Il film meno personale di Nolan, probabilmente un po' frenato dalla sua prima occasione ad alto livello, e da una star come Al Pacino che tende a mettersi i film in spalla e portarseli dove vuole lui. Tutt'altro che non riuscito comunque, anzi. Ma soprattutto mille punti stima per aver ingaggiato in ruoli minori, appena due anni dopo, entrambe le ragazzine protagoniste di Ginger Snaps: inequivocabile mossa da fanboy."
330,★★★★,"What a great thriller. I'm not sure how much the gimmick adds to it, but it is well-executed, nonetheless. Pacino is great, Swank is great, and Robin Williams is amazing. Lots of twists and turns, and a fun slow burn."
331,★½,this was boring as hell even tho i love the cast but anyway if al threatened me i would personally die
332,★★★½,"It's certainly not a bad film nor is it a great one. But, compared to Nolan's other work it's just a movie that doesn't seem to fit in with his otherwise outstanding work."
333,★★★,NOW THIS IS POD RACING!
334,★★★½,"This film is a bit of an outlier in Nolan's filmography. Small scale, very little action, very few twists, just a straight-forward murder mystery. Or is it? There's really not a lot to say about this movie, it's never really bad, but it's never great either. The titular insomnia is under-used, and that's a shame. It's a better than average crime movie, but it's not extraordinary."
335,★★★★½,What a fucking amazing film! This is by far one of Nolan's best movies and I put it in My Top 3 along with Interstellar and Memento! Wow. Robin Williams and Al Pacino have jaw dropping performances here. What a beautifully crafted film! This movie reminds about why Nolan is one of the best directors of our time.
336,★★★★,"""Insomnia"" is a dark, nuanced, and thought-provoking slow burn of a crime thriller from Christopher Nolan that features a smart and interesting story, brilliant sense of tone and place, and two great performances from Al Pacino and Robin Williams."
337,★★★★,"Truly inspired casting, forcing restraint on two of the era's most renown scenery-feasters. We, the audience, know that primal wildness is in there, barely contained, desperate to explode. Nolan exploits that in such a genius manner."
338,★★★,:3
339,★★★½,This was better than I was expecting but I think it lost a little by watching it so soon after the original. It was interesting to see what little details they kept the exact same as the original when they changed some pretty big character moments.
340,★★★★,"I actually hadn't heard of this one from Nolan until I saw it expiring from Netflix. Anyway, it's a decent cop thriller. Hillary Swank is good, Al Pacino turns in a good performance. I always like Robin Williams in roles that kind of blur the lines between good and evil, and he makes a good villain here."
341,★★★★,"is still an investing crime film with a thoroughly intriguing plot, well developed characters, good tension, and two great performances from Al Pacino and the late Robin Williams. Christopher Nolan has yet to make a film I didn't like."
342,★★★★½,"Unfairly criticized for simply being a remake in the first place, Nolan makes all the right changes for a mass audience while still making a black and bleak modern noir with one of Pacino's better modern performances."
343,★★★½,"As much as I did like it, the film could have been significantly better. When you are watching it, it does seem like it could be a really dull, stretched out film and while it doesn't seem like much is going on, it manages to move along at a brisk pace and remains captivating."
344,★★★,"However, Pacino gives an incredible performance."
345,Watched by,"""You're about as mysterious to me as a blocked toilet is to a fucking plumber."""
346,★★★,"One of Nolan's weakest films, though nevertheless holds up nicely. Interesting and engrossing twists and turns amongst the plot, ordinary casting, only two or three satisfactory actors that forthrightly lunged the story forward to a reputable film. The incongruent settings contrasting against each were a strong central point for the film, credit to the production designer for that."
347,★★★★½,fantastic movie
348,★★★★★,"al pacino chewing gum to cure anxiety, THAT'S ME!!"
349,★★★½,GOOD
350,★★½,Had high expectations but pretty underwhelming.
351,★★★½,The editing wasn't goo tho
352,★★★★½,"A really solid film on all accounts. I've been giving a lot of 4.5s lately, but I'm proud to if they're all this solid."
353,★★★,"Dude could have just gotten some melatonin, would've been out in minutes."
354,★★★,"Nolan's worst is still pretty good. Pacino, Swank, and Robin Williams in a boiling pot of Nolan's mind bender stew."
355,Rewatched by,"I see movies much better than I used to. I used to think this was just a solid, patient little pot boiler. I see the playing with reality that's really going on here now. That's fun."
356,★★★★,two of the greatest actors to ever live plus the scenery make this a fantastic movie
357,★★★½,Nolan Ranking
358,★★★★,"As always, Rest In Peace Robin Williams."
359,★★★½,poor lil sleep deprived al pacino :(
360,★★★★,Christopher Nolan Movies Ranked
361,★★★½,Gaslighting me about not sleeping for 7 days
362,★★½,"also this is my 100th first watch of the year :,)"
363,★★★,"Suspenful thriller. Look at director, cast, and executive producers. I enjoyed it. Al Pacino was great being Al Pacino. Beautiful backdrop for movie."
364,★★★½,This didn't feel like a Nolan film at all but it was still pretty good
365,★★★★½,It's so weird to see Robin Williams as a bad guy. I mean I'm so used to seeing him in stuff like Mrs. Doubtfire and Good Will Hunting. This shows that he is capable of quite a great range. I thought it was super cool how much they drew parallels between characters that were so different at their fundamental levels. I loved the discussion of how corruption is caused one tiny step at a time. And a discussion of whether or not the ends justify the means and whether or not there become a multiplicity of ends from one means. Incredible film.
366,★★★½,Production: American > Norwegian (American had more than 2000 times the budget though)
367,★★★,just buy a sleep mask Al
368,★★★,Midsommar
369,★,Made by and for idiots. Ashamed to have watched
370,★★★★½,This did feel more Fincher than Nolan though... not that this is a bad thing.
371,★★★,That was very David Fincher.
372,★★★½,daylight noir <3
373,★★,Meh
374,★★★½,Robin Williams as a bad guy seems strange to me.
375,★★★★,"Robin Williams was about as natural a villain as anybody else, and now I need to cry for a bit after remembering his talents."
376,★★★★,"I loved this movie before, but now that I have been working overnights for more than two years, I truly understand how accurate the level of sleep deprivation is when facing difficulties with daylight sleeping only."
377,★★★,"Guy who has only seen Twin Peaks, watching his second mystery: Getting a lot of 'Twin Peaks' vibes from this..."
378,★★★★,"Everybody is Al Pacino saying "" let me sleep"" in the last scene every morning."
379,Watched by,The Smithsonian should do a whole exhibit of Pacino's leather jackets.
380,★★★★,Detective Dormer try to sleep challenge
